CustomerID,Age,Gender,Region,EmploymentStatus,AccountType,AccountBalance,MonthlyIncome,CreditScore,LoanAmount,LoanStatus,MonthlyTransactions,DateJoined,Churned
CUS0230,19,Female,Mombasa,Self-Employed,Current,145645.29,293221.01,558,159014.3,Active,28,8/1/2021,No
CUS0231,45,Male,Nairobi,Self-Employed,Fixed Deposit,354697.86,123934.04,738,454945.78,Fully Paid,2,11/5/2020,No
CUS0232,40,Female,Kisumu,Self-Employed,Current,106901.7,26317.26,410,45527.75,Active,22,6/1/2021,No
CUS0233,54,Male,Mombasa,Student,Current,157480.76,8691.09,830,346788.64,Fully Paid,7,2/12/2019,Yes
CUS0234,49,Male,Nairobi,Employed,Fixed Deposit,120041.6,34477.58,589,103980.83,Fully Paid,4,11/10/2018,No
CUS0235,50,Female,Kisumu,Employed,Fixed Deposit,226373.54,198286.93,809,276679.74,Fully Paid,49,2/5/2020,No
CUS0236,18,Female,Mombasa,Self-Employed,Current,100550.83,98083.84,474,21619.44,Active,38,4/11/2022,No
CUS0237,36,Male,Nairobi,Employed,Current,26529.85,187002.27,601,118650.85,Fully Paid,39,11/27/2018,No
CUS0238,19,Male,Eldoret,Employed,Current,86805.17,199300.67,484,12215.51,Active,20,1/9/2021,Yes
CUS0239,61,Male,Eldoret,Employed,Salary,54310.25,131973.01,638,82449.02,Defaulted,6,5/7/2023,No
CUS0240,43,Male,Mombasa,Employed,Savings,4522.63,35643.37,809,458103.38,Fully Paid,9,5/14/2022,No
CUS0241,49,Female,Nairobi,Unemployed,Savings,14536.8,1631.83,609,130564.53,Active,52,3/5/2023,No
CUS0242,23,Female,Nakuru,Employed,Current,153987.18,111870.14,806,290196.47,Active,31,12/22/2020,No
CUS0243,49,Female,Mombasa,Self-Employed,Salary,12525.31,133728.16,645,54401.24,Active,26,2/25/2023,No
CUS0244,21,Female,Nairobi,Employed,Savings,93491.08,133050.14,380,22589.41,Active,36,1/2/2018,Yes
CUS0245,28,Female,Mombasa,Self-Employed,Savings,9556.04,142877.39,673,128855.72,Active,26,5/11/2021,No
CUS0246,34,Male,Mombasa,Employed,Savings,80124.57,188793.06,455,17382.83,Defaulted,28,10/26/2019,No
CUS0247,55,Female,Mombasa,Self-Employed,Fixed Deposit,454377.44,169727.12,731,398884.11,Active,5,9/27/2020,No
CUS0248,41,Female,Mombasa,Employed,Savings,94172.42,147933.43,799,342286.76,Fully Paid,51,2/9/2018,No
CUS0249,22,Female,Kisumu,Employed,Current,174158.02,182402.5,446,30908.73,Defaulted,10,8/18/2018,No
CUS0250,69,Female,Eldoret,Self-Employed,Current,61072.26,61124.13,780,106950.35,Fully Paid,18,3/18/2023,No
CUS0251,51,Female,Nairobi,Employed,Salary,56632.2,69054.89,734,288649.74,Fully Paid,15,1/14/2020,No
CUS0252,23,Male,Kisumu,Employed,Current,88176.41,48244.17,818,471110.44,Active,57,12/5/2022,No
CUS0253,39,Male,Nakuru,Employed,Savings,14790.37,53738.53,368,11839.67,Active,33,8/31/2022,No
CUS0254,28,Male,Mombasa,Student,Current,9343.13,17814.6,485,9522.26,Defaulted,5,7/11/2022,No
CUS0255,65,Female,Mombasa,Employed,Salary,131677.03,84600.47,503,144163.23,Defaulted,37,9/22/2019,No
CUS0256,33,Male,Kisumu,Self-Employed,Current,113055.1,138488.4,312,28491.05,Defaulted,40,5/6/2019,Yes
CUS0257,50,Male,Mombasa,Employed,Salary,95221.21,197023.27,573,119523.57,Defaulted,22,4/29/2018,No
CUS0258,26,Female,Nakuru,Employed,Salary,139778.39,56639.74,597,146994,Active,22,5/9/2019,No
CUS0259,23,Female,Mombasa,Employed,Savings,66846.9,121938.05,350,30430.52,Defaulted,22,12/4/2022,No
CUS0260,33,Female,Eldoret,Student,Fixed Deposit,360884.08,7471.78,799,238844.23,Fully Paid,52,3/7/2021,No
CUS0261,46,Male,Nairobi,Employed,Savings,78909.9,84144.37,668,17597.36,Active,15,4/24/2023,No
CUS0262,20,Male,Nairobi,Employed,Current,27687.95,119679.41,656,123865.4,Fully Paid,17,6/11/2018,No
CUS0263,37,Female,Kisumu,Employed,Savings,36656.05,190927.4,302,17910.66,Defaulted,51,6/25/2018,Yes
CUS0264,53,Female,Nairobi,Employed,Savings,96852.58,96508.8,553,116931.15,Fully Paid,45,2/7/2022,Yes
CUS0265,36,Male,Nairobi,Employed,Salary,139210.21,41034.14,774,93041.87,Fully Paid,58,9/22/2020,No
CUS0266,43,Male,Nairobi,Self-Employed,Savings,88523.45,128685.21,805,128276.51,Active,28,7/30/2022,Yes
CUS0267,20,Female,Nairobi,Employed,Salary,73292.39,54776,555,64020.74,Active,59,5/22/2018,No
CUS0268,36,Female,Nairobi,Employed,Savings,85862.1,69098.23,449,30552.74,Defaulted,22,4/7/2022,No
CUS0269,37,Male,Eldoret,Self-Employed,Savings,5791.19,193065.37,787,172770.2,Fully Paid,21,12/26/2020,No
CUS0270,49,Female,Nairobi,Employed,Salary,30792.44,41462.06,578,19887.19,Fully Paid,42,4/18/2022,No
CUS0271,24,Male,Kisumu,Employed,Current,85723.7,109003.04,358,35783.19,Active,17,9/15/2018,No
CUS0272,69,Male,Nakuru,Employed,Fixed Deposit,267526.43,133608.47,745,160115.83,Active,5,9/20/2018,No
CUS0273,58,Male,Eldoret,Self-Employed,Savings,27087.21,138120.35,412,31232.88,Active,18,9/13/2021,No
CUS0274,50,Male,Nairobi,Employed,Current,74512.95,33251.48,788,71457.41,Fully Paid,17,8/31/2020,No
CUS0275,57,Female,Nakuru,Self-Employed,Fixed Deposit,123249.25,295945.42,706,473843.77,Active,4,4/24/2023,No
CUS0276,56,Female,Mombasa,Employed,Current,100381.14,92409.68,666,170538.61,Defaulted,54,1/30/2021,No
CUS0277,35,Male,Kisumu,Self-Employed,Current,159799.44,238001.61,359,27736.49,Active,7,12/5/2018,Yes
CUS0278,57,Male,Kisumu,Employed,Salary,102590.46,85359.9,628,86256.12,Active,25,6/27/2019,No
CUS0279,18,Male,Nakuru,Self-Employed,Fixed Deposit,98506.51,153004.69,768,444214.79,Fully Paid,37,12/16/2020,No
CUS0280,28,Male,Nairobi,Unemployed,Salary,78261.42,7769.27,362,29092.14,Defaulted,40,11/22/2022,Yes
CUS0281,45,Male,Kisumu,Self-Employed,Fixed Deposit,363940.87,115910.98,483,9837.44,Defaulted,40,5/27/2021,No
CUS0282,42,Female,Mombasa,Employed,Fixed Deposit,288452.88,33714.73,610,40268.42,Active,43,5/16/2020,Yes
CUS0283,67,Female,Nakuru,Employed,Savings,39775.88,91203.56,837,148290.41,Active,9,5/30/2023,No
CUS0284,40,Female,Eldoret,Employed,Current,126273.31,181213.3,476,30135.8,Defaulted,19,3/10/2019,Yes
CUS0285,48,Female,Nairobi,Employed,Salary,145609.41,147366.87,728,438486.58,Active,51,3/18/2023,No
CUS0286,47,Male,Eldoret,Employed,Savings,10395.88,54721.89,372,37454.23,Active,9,1/9/2021,No
CUS0287,59,Male,Nairobi,Unemployed,Savings,39611.59,11823.1,466,44742.46,Active,23,3/27/2022,No
CUS0288,52,Male,Nairobi,Employed,Savings,41253.98,181679.25,524,52329.14,Fully Paid,31,2/3/2022,No
CUS0289,24,Male,Nairobi,Employed,Savings,58119.76,149005.79,308,24816.16,Defaulted,32,11/13/2021,No
CUS0290,33,Male,Nairobi,Self-Employed,Salary,31304.44,61631.63,535,57965.03,Fully Paid,52,2/16/2019,No
CUS0291,43,Female,Kisumu,Self-Employed,Salary,34730.02,262993.1,327,43072.99,Defaulted,31,12/31/2021,Yes
CUS0292,65,Male,Nairobi,Employed,Current,60645.47,81262.48,326,38822.74,Active,17,10/1/2019,Yes
CUS0293,69,Female,Nairobi,Unemployed,Savings,95631.13,9081.52,849,372420.44,Fully Paid,48,3/28/2020,No
CUS0294,66,Female,Eldoret,Employed,Fixed Deposit,380348.86,119444.27,495,49429.13,Defaulted,39,10/7/2021,No
CUS0295,19,Female,Nakuru,Self-Employed,Current,134030.19,258141.85,502,142171.46,Fully Paid,58,8/23/2021,No
CUS0296,18,Female,Nakuru,Unemployed,Salary,124374.08,18632.15,384,16279.52,Active,22,2/4/2020,Yes
CUS0297,65,Male,Nakuru,Self-Employed,Current,29877.41,280302.81,329,22557.68,Active,35,6/16/2020,No
CUS0298,29,Female,Kisumu,Self-Employed,Savings,86073.95,22227.17,765,379815.02,Fully Paid,30,1/17/2023,No
CUS0299,22,Female,Nairobi,Employed,Current,120992.38,186721.04,398,38842.67,Active,53,11/25/2020,No
CUS0300,54,Female,Nairobi,Employed,Salary,56946.06,39245.78,489,14090.8,Defaulted,51,7/13/2020,No
CUS0301,49,Male,Kisumu,Self-Employed,Fixed Deposit,417134.87,94416.62,311,38424.95,Defaulted,40,9/5/2018,No
CUS0302,26,Male,Nairobi,Employed,Fixed Deposit,411154.04,117547.94,329,7249.22,Defaulted,37,5/23/2019,Yes
CUS0303,58,Male,Kisumu,Unemployed,Savings,84725.15,9598.51,337,23302.58,Defaulted,26,4/6/2019,No
CUS0304,52,Female,Nairobi,Employed,Fixed Deposit,101983.06,132800.66,593,131678.02,Active,58,5/12/2018,No
CUS0305,36,Female,Nairobi,Employed,Fixed Deposit,486212.56,111505.86,659,27560.01,Defaulted,6,11/24/2019,No
CUS0306,65,Male,Mombasa,Employed,Savings,96002.99,188843.87,479,40032.19,Active,34,2/13/2018,No
CUS0307,33,Female,Kisumu,Employed,Current,74706.58,70893.3,411,28627.87,Active,56,4/19/2021,No
CUS0308,20,Male,Mombasa,Self-Employed,Savings,7523.51,96726.91,743,426780.44,Active,32,2/8/2021,No
CUS0309,37,Male,Kisumu,Self-Employed,Savings,17538.51,277806.62,320,12760.21,Active,25,4/17/2019,No
CUS0310,41,Female,Nairobi,Self-Employed,Savings,99290.25,41487.06,444,6421.15,Defaulted,51,4/20/2021,No
CUS0311,50,Female,Nairobi,Unemployed,Savings,56738.28,12191.22,798,380468.07,Fully Paid,13,3/28/2019,No
CUS0312,41,Female,Nakuru,Unemployed,Current,74541.25,13634.72,445,14957.78,Defaulted,38,1/15/2018,Yes
CUS0313,69,Female,Kisumu,Unemployed,Savings,29532.07,10110.83,740,148134.55,Fully Paid,38,5/26/2018,No
CUS0314,28,Male,Nairobi,Employed,Savings,26442.18,148019.42,720,301826.75,Active,2,12/20/2021,No
CUS0315,66,Male,Nakuru,Self-Employed,Salary,102981.39,68371.3,615,193117.28,Defaulted,58,7/16/2021,No
CUS0316,25,Male,Nairobi,Employed,Current,86780.63,174947.48,465,30655.71,Defaulted,56,5/1/2018,No
CUS0317,53,Male,Mombasa,Employed,Current,193255.09,53804.37,502,190665.72,Fully Paid,5,4/14/2019,No
CUS0318,55,Male,Nairobi,Self-Employed,Current,138349.39,132227.48,795,52535.64,Fully Paid,11,5/19/2018,No
CUS0319,57,Female,Kisumu,Employed,Fixed Deposit,406420.07,42793.79,767,303507.21,Active,11,1/29/2023,No
CUS0320,37,Male,Kisumu,Employed,Savings,29981.41,122685.88,684,79744.24,Active,24,3/6/2018,No
CUS0321,52,Male,Nairobi,Employed,Salary,21086.1,143856.79,613,108109.6,Fully Paid,14,10/27/2022,No
CUS0322,65,Male,Nakuru,Employed,Savings,49294.46,190007.68,554,71101.77,Fully Paid,45,11/8/2019,No
CUS0323,42,Female,Mombasa,Student,Fixed Deposit,191561.7,23483.4,322,9981.76,Defaulted,30,5/26/2018,No
CUS0324,52,Female,Nairobi,Employed,Savings,21006.23,121987.5,638,167588.56,Defaulted,40,11/18/2020,Yes
CUS0325,42,Female,Nairobi,Employed,Fixed Deposit,478688.96,188544.89,792,377068.39,Active,47,5/3/2019,No
CUS0326,46,Female,Nairobi,Employed,Current,91577.7,111334.26,810,351942.05,Active,44,7/25/2019,No
CUS0327,35,Male,Nairobi,Employed,Current,39068.18,125404.96,665,136798.74,Active,35,10/2/2021,No
CUS0328,63,Male,Mombasa,Student,Savings,20666.41,19902.46,671,79035.97,Active,21,9/21/2020,No
CUS0329,35,Female,Nakuru,Employed,Current,59738.4,99696.55,518,66742.74,Active,55,3/15/2019,No
CUS0330,19,Female,Mombasa,Self-Employed,Salary,149904.28,254775.15,774,245010.03,Fully Paid,5,1/9/2021,No
CUS0331,52,Male,Nairobi,Self-Employed,Salary,47521.61,71849.26,722,488610.46,Fully Paid,38,9/28/2018,No
CUS0332,33,Male,Nairobi,Student,Savings,33551.38,18871.05,655,68765.68,Fully Paid,2,1/21/2022,No
CUS0333,58,Female,Nairobi,Self-Employed,Current,133568.98,222225.31,759,420341.28,Fully Paid,40,3/31/2023,No
CUS0334,53,Female,Mombasa,Unemployed,Salary,51154.59,18079.52,802,325867.67,Active,37,12/13/2022,No
CUS0335,50,Female,Nakuru,Employed,Current,47081.83,180266.13,326,20431.38,Active,54,3/15/2021,No
CUS0336,21,Female,Nairobi,Employed,Fixed Deposit,121386.73,116485.85,522,47697.02,Active,49,3/26/2021,No
CUS0337,50,Male,Kisumu,Employed,Salary,53775.57,139337.45,447,32635.18,Active,58,8/26/2020,No
CUS0338,31,Male,Nakuru,Unemployed,Salary,24828.2,7884.75,723,115279.43,Fully Paid,34,5/13/2019,No
CUS0339,38,Male,Mombasa,Employed,Current,8636.08,109590.22,650,129281.74,Fully Paid,11,5/26/2022,No
CUS0340,65,Female,Nakuru,Employed,Current,161905.13,184065.18,485,5824.37,Defaulted,36,8/26/2020,No
CUS0341,37,Female,Mombasa,Employed,Savings,14651.6,188219.68,714,361107.44,Active,11,7/12/2022,Yes
CUS0342,25,Male,Kisumu,Employed,Fixed Deposit,399189.58,182220.39,728,243553.22,Active,9,4/13/2020,No
CUS0343,24,Male,Mombasa,Employed,Savings,79956.71,53523.05,340,28449.33,Defaulted,6,1/25/2019,No
CUS0344,20,Male,Mombasa,Student,Savings,54254.03,26252.1,692,40867.44,Active,56,7/13/2018,No
CUS0345,34,Male,Nairobi,Employed,Current,65387.98,191221.83,378,27105.74,Active,34,7/18/2018,Yes
CUS0346,50,Female,Nairobi,Self-Employed,Savings,15358.24,121149.91,843,387495.69,Fully Paid,58,9/11/2021,No
CUS0347,65,Male,Nairobi,Self-Employed,Fixed Deposit,381562.3,165220.96,749,221769.42,Fully Paid,47,6/1/2020,No
CUS0348,29,Male,Mombasa,Employed,Current,122270.46,162446.19,773,159892.01,Fully Paid,37,12/27/2019,No
CUS0349,68,Male,Nairobi,Employed,Current,132813.42,125553.28,441,26300.56,Defaulted,32,5/17/2020,No
CUS0350,39,Male,Eldoret,Employed,Current,6690.47,198892.2,550,155363.03,Fully Paid,12,4/21/2020,No
CUS0351,39,Male,Kisumu,Employed,Salary,139852.38,107471.27,593,122626.74,Defaulted,45,8/14/2020,No
CUS0352,63,Male,Mombasa,Self-Employed,Savings,7562.73,219903.96,435,9895.4,Defaulted,32,11/5/2022,No
CUS0353,47,Male,Nairobi,Employed,Fixed Deposit,215062.65,164740.49,783,387658.91,Active,17,2/2/2022,No
CUS0354,55,Female,Nakuru,Employed,Salary,66379.63,113997.07,611,29111.27,Fully Paid,4,4/21/2018,No
CUS0355,55,Female,Nakuru,Self-Employed,Current,5264.33,259955.47,345,27825.78,Defaulted,42,10/11/2021,No
CUS0356,62,Female,Kisumu,Student,Current,101932.42,18653.86,535,43935.5,Defaulted,33,8/31/2021,No
CUS0357,68,Female,Nairobi,Unemployed,Salary,115393.26,8233.02,347,21926.74,Active,43,8/16/2021,No
CUS0358,25,Male,Mombasa,Unemployed,Savings,82503.6,2156.47,497,23634.91,Defaulted,48,7/21/2018,Yes
CUS0359,44,Female,Nairobi,Unemployed,Current,176482.41,7868.27,383,14607.38,Active,43,5/5/2018,No
CUS0360,44,Female,Nairobi,Employed,Current,100105.18,154769.2,842,434545.93,Active,9,4/4/2020,No
CUS0361,51,Male,Nakuru,Unemployed,Savings,63432.98,18425.73,460,19317.77,Active,34,1/31/2022,No
CUS0362,38,Male,Kisumu,Employed,Salary,21132.76,72785.5,727,406926.87,Active,39,11/26/2019,No
CUS0363,47,Female,Mombasa,Self-Employed,Salary,78325.35,119465.94,370,9518.05,Defaulted,51,6/28/2022,No
CUS0364,50,Female,Nakuru,Self-Employed,Fixed Deposit,119667.09,63109.08,819,85122.29,Active,30,10/31/2022,Yes
CUS0365,45,Male,Mombasa,Employed,Savings,37594.67,147422.89,351,24077.18,Defaulted,50,8/12/2018,No
CUS0366,64,Female,Mombasa,Unemployed,Savings,33601.23,19203.77,344,14594.64,Defaulted,20,5/25/2019,Yes
CUS0367,50,Male,Nairobi,Student,Current,87590.41,21023.81,592,192346.74,Active,39,1/28/2019,No
CUS0368,22,Male,Eldoret,Employed,Savings,57592.03,134903.01,764,285331.22,Fully Paid,23,1/25/2019,No
CUS0369,65,Male,Nairobi,Unemployed,Fixed Deposit,456294.49,11069.8,849,451340.59,Active,41,1/3/2021,No
CUS0370,36,Male,Eldoret,Employed,Current,81924.5,45037.48,679,159396.41,Active,44,7/7/2020,No
CUS0371,21,Female,Nakuru,Self-Employed,Fixed Deposit,491509.04,224261.07,777,480558.57,Fully Paid,35,10/15/2018,No
CUS0372,52,Male,Nairobi,Self-Employed,Current,153010.47,188573.87,561,100913.26,Active,23,5/14/2020,No
CUS0373,66,Male,Mombasa,Self-Employed,Current,104738.8,205213.5,478,27136.24,Defaulted,54,1/11/2019,No
CUS0374,34,Female,Nakuru,Student,Savings,64758.62,27470.28,656,137376.55,Fully Paid,58,7/25/2019,No
CUS0375,61,Male,Mombasa,Unemployed,Savings,11120.19,15679.22,718,205903.09,Fully Paid,48,8/5/2020,Yes
CUS0376,45,Female,Eldoret,Unemployed,Current,169681.7,15618.31,500,117470.12,Fully Paid,39,5/27/2019,No
CUS0377,47,Female,Eldoret,Employed,Fixed Deposit,312060.85,187621.24,312,10277.23,Defaulted,23,11/26/2022,No
CUS0378,46,Female,Mombasa,Student,Fixed Deposit,493730.37,29748.37,742,432966.62,Active,58,3/6/2023,No
CUS0379,63,Male,Nairobi,Employed,Fixed Deposit,336392.93,128818.06,585,194789.9,Active,37,6/4/2018,No
CUS0380,23,Female,Eldoret,Unemployed,Salary,126775.62,2177.63,557,36543.46,Defaulted,57,6/26/2020,No
CUS0381,52,Female,Kisumu,Employed,Savings,80176.51,108052.08,847,229982.03,Active,23,7/13/2022,No
CUS0382,58,Male,Nairobi,Employed,Savings,35200.65,163892.19,789,289070.6,Active,39,10/31/2022,No
CUS0383,54,Female,Nairobi,Self-Employed,Savings,26701.45,27763.09,797,241477.58,Fully Paid,28,10/20/2022,No
CUS0384,41,Female,Mombasa,Employed,Fixed Deposit,243722.11,39670.86,632,115796.51,Fully Paid,19,2/1/2021,Yes
CUS0385,46,Female,Eldoret,Employed,Current,96112.06,41416.82,331,48448.29,Defaulted,49,7/20/2018,Yes
CUS0386,66,Female,Nakuru,Employed,Salary,43611.86,154276.08,342,29910.15,Defaulted,48,4/14/2018,Yes
CUS0387,63,Female,Kisumu,Employed,Current,179446.59,115198.33,650,128671.2,Fully Paid,30,8/28/2021,No
CUS0388,48,Male,Nairobi,Employed,Salary,85956.7,92712.65,633,66257.98,Active,21,1/12/2021,No
CUS0389,52,Female,Nairobi,Employed,Salary,146982.21,47954.9,569,174655.56,Active,24,9/9/2022,No
CUS0390,50,Female,Nakuru,Employed,Savings,81191.76,154480.84,712,483233.26,Fully Paid,21,1/31/2018,No
CUS0391,69,Male,Nairobi,Employed,Current,113362.45,84573.37,318,17074.67,Active,26,6/8/2023,Yes
CUS0392,38,Male,Nairobi,Self-Employed,Current,189672.85,94290.74,646,152705.05,Fully Paid,51,7/11/2018,No
CUS0393,49,Male,Nairobi,Employed,Savings,50982.61,140894.26,336,9494.88,Defaulted,57,3/13/2023,No
CUS0394,40,Female,Kisumu,Student,Current,177985.77,18975.27,391,23516.81,Defaulted,50,3/24/2022,No
CUS0395,50,Male,Eldoret,Unemployed,Fixed Deposit,211165.15,7248.21,484,26915.69,Defaulted,51,10/5/2022,No
CUS0396,20,Female,Nairobi,Employed,Savings,38485.6,139052.87,327,24147.52,Defaulted,36,4/30/2019,No
CUS0397,35,Female,Mombasa,Unemployed,Current,86535.48,5424.43,847,227851.54,Fully Paid,26,12/7/2018,No
CUS0398,42,Male,Kisumu,Unemployed,Fixed Deposit,295981.54,15896.61,671,74321.66,Fully Paid,33,4/12/2020,No
CUS0399,59,Male,Eldoret,Student,Savings,55795.54,10732.97,829,437309.98,Fully Paid,59,9/21/2020,No
CUS0400,48,Female,Nairobi,Self-Employed,Current,101797.79,64474.55,644,182636.04,Fully Paid,36,9/12/2020,Yes
CUS0401,20,Male,Mombasa,Employed,Savings,31294.1,163014.7,718,454742.07,Active,4,3/14/2019,No
CUS0402,57,Female,Nairobi,Self-Employed,Fixed Deposit,467242.91,218209.77,495,31189.44,Defaulted,9,11/6/2022,No
CUS0403,63,Male,Nakuru,Self-Employed,Savings,59270.02,71138.91,377,19662.98,Defaulted,8,4/1/2020,No
CUS0404,41,Male,Mombasa,Self-Employed,Salary,67083.49,52548.81,466,18158.13,Defaulted,2,1/23/2023,No
CUS0405,67,Male,Nairobi,Employed,Current,131979.51,172527.85,389,39409.81,Active,29,5/1/2018,No
CUS0406,49,Female,Kisumu,Unemployed,Savings,77028.71,15531.97,563,169380.74,Fully Paid,23,12/4/2018,No
CUS0407,64,Male,Nakuru,Student,Current,192341.98,13181.43,771,289476.48,Active,6,2/16/2020,No
CUS0408,39,Female,Nairobi,Employed,Current,102412.09,141893.56,507,139438.57,Active,55,1/5/2018,Yes
CUS0409,40,Female,Nakuru,Employed,Current,26859.21,51107.23,570,145205.47,Defaulted,43,3/10/2020,No
CUS0410,19,Female,Nairobi,Employed,Current,90949.33,116198.1,562,57217.6,Active,36,6/28/2019,No
CUS0411,44,Female,Mombasa,Unemployed,Current,98399.26,374.61,805,230177.23,Fully Paid,46,3/13/2023,No
CUS0412,59,Male,Mombasa,Self-Employed,Savings,89802.41,129648.53,811,106385.4,Fully Paid,21,5/25/2022,No
CUS0413,19,Female,Kisumu,Self-Employed,Savings,40085.28,40955.99,823,304249.99,Active,22,5/27/2022,No
CUS0414,43,Female,Nairobi,Employed,Fixed Deposit,478995.92,110775.02,611,160311.68,Active,9,7/20/2020,No
CUS0415,34,Male,Nakuru,Self-Employed,Current,99600.72,138070.86,473,8324.17,Active,34,8/8/2019,No
CUS0416,57,Female,Kisumu,Employed,Current,194887.2,105545.45,730,215018.89,Active,59,5/16/2020,No
CUS0417,50,Male,Kisumu,Self-Employed,Salary,11147.76,32692.76,762,79215.63,Fully Paid,57,11/27/2021,Yes
CUS0418,26,Female,Nakuru,Unemployed,Current,180269,7232.33,400,45565.91,Defaulted,26,5/15/2023,Yes
CUS0419,60,Male,Nakuru,Student,Fixed Deposit,469004.2,23912.1,315,40868.46,Defaulted,1,2/5/2022,Yes
CUS0420,65,Female,Nairobi,Student,Savings,96141.07,14222.86,557,49251.93,Fully Paid,36,5/24/2022,No
CUS0421,56,Male,Nairobi,Student,Savings,2294.58,22879.3,543,167603.23,Active,44,2/12/2021,No
CUS0422,46,Female,Eldoret,Employed,Salary,34038.12,92811.38,647,119261.7,Fully Paid,5,9/17/2021,No
CUS0423,59,Female,Nairobi,Self-Employed,Current,132484.08,138507.04,548,124635.54,Fully Paid,41,1/11/2022,No
CUS0424,43,Male,Kisumu,Self-Employed,Fixed Deposit,61462.71,177889.79,404,10347.76,Defaulted,22,9/23/2020,No
CUS0425,52,Male,Eldoret,Student,Savings,7297.29,28767.05,586,94310.27,Fully Paid,4,11/14/2018,No
CUS0426,67,Male,Nairobi,Employed,Current,48110.38,48506.28,468,10397.31,Defaulted,48,1/24/2019,No
CUS0427,42,Male,Kisumu,Employed,Salary,81741.57,35595.34,719,306373.73,Fully Paid,2,8/31/2019,No
CUS0428,41,Female,Mombasa,Employed,Savings,55044.35,133352.72,346,25359.55,Defaulted,16,3/22/2019,No
CUS0429,30,Female,Mombasa,Self-Employed,Salary,14796.56,285747.18,342,7241.01,Active,16,6/7/2023,Yes
CUS0430,24,Male,Nairobi,Employed,Current,38221.61,198252.93,620,133026.47,Fully Paid,53,4/30/2018,No
CUS0431,53,Female,Nairobi,Employed,Current,102442.61,112307.92,520,121982.38,Active,56,4/1/2021,No
CUS0432,62,Male,Kisumu,Employed,Current,120818.42,109573.88,812,486952.33,Active,56,2/15/2022,No
CUS0433,37,Male,Nakuru,Employed,Salary,30776.24,139643.84,740,475499,Fully Paid,22,1/15/2021,No
CUS0434,18,Female,Nakuru,Unemployed,Savings,40485.3,11112.7,443,44066.68,Active,43,5/5/2018,No
CUS0435,25,Female,Mombasa,Employed,Savings,90535.74,137794.97,327,33481.95,Defaulted,1,3/12/2022,No
CUS0436,63,Female,Nairobi,Self-Employed,Salary,149845.9,264719.84,466,12238.41,Defaulted,15,10/5/2019,No
CUS0437,33,Female,Kisumu,Self-Employed,Fixed Deposit,494246.5,228965.73,548,19967.49,Fully Paid,24,4/28/2018,No
CUS0438,31,Female,Nairobi,Unemployed,Savings,88285.78,9937.55,656,185020.11,Fully Paid,4,4/13/2018,No
CUS0439,29,Female,Eldoret,Employed,Current,81958.72,108516.96,410,7937.15,Defaulted,18,4/11/2021,No
